Empresa,Safra,Cultura,Fazenda,Valor,Grupo1,Grupo2,Grupo3,Grupo4,id
2, 2021/2022,SOJA,VENTURINI,"35,4665294117647",1 CUSTO DE PRODUCAO,3 CUSTO C/COMERCIALIZACAO,IMPOSTOS,IMPOSTOS SOB VENDA,54449
2, 2021/2022,SOJA,DONA IRILDE I,"9,69603696294179",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,ADJUVANTES,54472
2, 2021/2022,SOJA,DONA IRILDE I,"536,668517989267",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,SEMENTES E MUDAS,SEMENTES DE SOJA,54473
2, 2021/2022,SOJA,DONA IRILDE II,"363,830041897734",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,FUNGICIDAS,54474
2, 2021/2022,SOJA,DONA IRILDE II,"244,907869439104",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,HERBICIDAS,54475
2, 2021/2022,SOJA,DONA IRILDE III,"24,5136443661972",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,CONTROLE BIOLOGICO,54476
2, 2021/2022,SOJA,DONA IRILDE III,"376,893195422535",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,FUNGICIDAS,54477
2, 2021/2022,SOJA,DONA IRILDE III,"277,500193661972",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,INSETICIDAS / ACARICIDAS,54478
2, 2021/2022,SOJA,DONA IRILDE III,"143,573186619718",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,FERTILIZANTES,FERTILIZANTES FOLIARES,54479
2, 2021/2022,SOJA,DONA IRILDE III,"1027,3475528169",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,FERTILIZANTES,FERTILIZANTES GRANULADOS,54480
2, 2021/2022,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"14,8175686184812",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,CONTROLE BIOLOGICO,54481
2, 2021/2022,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"329,150571820677",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,INSETICIDAS / ACARICIDAS,54482
2, 2021/2022,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"124,591717749314",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,FERTILIZANTES,FERTILIZANTES FOLIARES,54483
2, 2021/2022,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"1078,35166285453",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,FERTILIZANTES,FERTILIZANTES GRANULADOS,54484
2, 2021/2022,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"6,44922232387923",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,FERTILIZANTES,FERTILIZANTES ORGANICOS,54485
2, 2024/2025,SOJA,DONA IRILDE II,0,7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,ARRENDAMENTO,109308
2, 2024/2025,SOJA,DONA IRILDE II,"1,14549566807974",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DEPRECIACAO,109309
2, 2024/2025,SOJA,DONA IRILDE II,"189,901857596618",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS FINANCEIRAS,109310
2, 2024/2025,SOJA,DONA IRILDE III,0,7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,ARRENDAMENTO,109311
2, 2024/2025,SOJA,DONA IRILDE III,"1,14549506726457",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DEPRECIACAO,109312
2, 2024/2025,SOJA,DONA IRILDE III,"189,901857399103",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS FINANCEIRAS,109313
2, 2024/2025,SOJA,JEQUITIBA,0,7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DEPRECIACAO,109314
2, 2024/2025,SOJA,JEQUITIBA,"189,901856558495",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS FINANCEIRAS,109315
2, 2024/2025,SOJA,JEQUITIBA,"211,80030215435",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,ARRENDAMENTO,109316
2, 2024/2025,SOJA,JULIANDRE/SAO LUCAS,0,7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,ARRENDAMENTO,109317
2, 2024/2025,SOJA,JULIANDRE/SAO LUCAS,"1,14549514563107",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DEPRECIACAO,109318
2, 2024/2025,SOJA,JULIANDRE/SAO LUCAS,"189,90185701677",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS FINANCEIRAS,109319
2, 2024/2025,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,0,7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DEPRECIACAO,109320
2, 2024/2025,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"189,901856951573",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS FINANCEIRAS,109321
2, 2024/2025,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"232,664679312653",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,ARRENDAMENTO,109322
2, 2024/2025,SOJA,SANTA CARMEM,0,7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,ARRENDAMENTO,109323
2, 2024/2025,SOJA,SANTA CARMEM,"1,14549411344988",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DEPRECIACAO,109324
2, 2024/2025,SOJA,SANTA CARMEM,"189,901856344393",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS FINANCEIRAS,109325
2, 2024/2025,SOJA,VENTURINI,"1,14549563530553",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DEPRECIACAO,109326
2, 2024/2025,SOJA,VENTURINI,"189,901856450049",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS FINANCEIRAS,109327
2, 2024/2025,SOJA,VENTURINI,"521,842872938894",7 DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,DESPESAS ECONOMICAS,ARRENDAMENTO,109328
2, 2020/2021,SOJA,DONA IRILDE I,"22,3866343380558",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,CORRETIVOS,CORRETIVOS,54511
2, 2020/2021,SOJA,DONA IRILDE I,"175,840585084466",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,HERBICIDAS,54512
2, 2020/2021,SOJA,DONA IRILDE II,"185,90678032029",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,HERBICIDAS,54513
2, 2020/2021,SOJA,DONA IRILDE III,"96,5588556338028",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,CORRETIVOS,CORRETIVOS,54514
2, 2020/2021,SOJA,DONA IRILDE III,"158,161091549296",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,HERBICIDAS,54515
2, 2020/2021,SOJA,DONA IRILDE III,"90,9538204225352",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,FERTILIZANTES,FERTILIZANTES FOLIARES,54516
2, 2020/2021,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"373,326152614118",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,FUNGICIDAS,54517
2, 2020/2021,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"309,736190367235",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,INSETICIDAS / ACARICIDAS,54518
2, 2020/2021,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"82,613442397895",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,FERTILIZANTES,FERTILIZANTES FOLIARES,54519
2, 2020/2021,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"1108,07681958586",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,FERTILIZANTES,FERTILIZANTES GRANULADOS,54520
2, 2020/2021,SOJA,DONA IRILDE I,"32,8788754714589",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM DIRETO FAZENDAS ,54534
2, 2020/2021,SOJA,DONA IRILDE II,"32,8788755403919",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM DIRETO FAZENDAS ,54535
2, 2020/2021,SOJA,DONA IRILDE III,"32,8788758802817",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM DIRETO FAZENDAS ,54536
2, 2020/2021,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"43,4547964763757",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM DIRETO FAZENDAS ,54537
2, 2020/2021,SOJA,SANTA CARMEM,"32,8788762040671",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM DIRETO FAZENDAS ,54538
2, 2020/2021,SOJA,VENTURINI,"32,8788745098039",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM DIRETO FAZENDAS ,54539
2, 2021/2022,SOJA,DONA IRILDE I,"33,5830834206599",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM DIRETO FAZENDAS ,54553
2, 2021/2022,SOJA,DONA IRILDE II,"33,5830853180116",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM DIRETO FAZENDAS ,54554
2, 2021/2022,SOJA,DONA IRILDE III,"33,5830845070423",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM DIRETO FAZENDAS ,54555
2, 2021/2022,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"83,5396017840805",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM DIRETO FAZENDAS ,54556
2, 2021/2022,SOJA,SANTA CARMEM,"33,5830847901058",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM DIRETO FAZENDAS ,54557
2, 2021/2022,SOJA,VENTURINI,"33,5830843137255",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM DIRETO FAZENDAS ,54558
2, 2022/2023,SOJA,DONA IRILDE I,"43,2774929299991",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM DIRETO FAZENDAS ,54571
2, 2022/2023,SOJA,DONA IRILDE II,"43,2774941376513",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM DIRETO FAZENDAS ,54572
2, 2022/2023,SOJA,DONA IRILDE III,"43,2774920774648",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM DIRETO FAZENDAS ,54573
2, 2022/2023,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"75,2865180943656",1 CUSTO DE PRODUCAO,4 CUSTO ADMINISTRACAO,CUSTOS ADMINSTRATIVOS,ADM DIRETO FAZENDAS ,54574
2, 2022/2023,SOJA,DONA IRILDE I,"259,06967684535",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,FERTILIZANTES,FERTILIZANTES FOLIARES,54575
2, 2022/2023,SOJA,DONA IRILDE II,"53,9018237183405",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,ADJUVANTES,54576
2, 2022/2023,SOJA,DONA IRILDE II,"691,743445838566",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,SEMENTES E MUDAS,SEMENTES DE SOJA,54577
2, 2022/2023,SOJA,DONA IRILDE III,"12,8914436619718",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,ADJUVANTES,54578
2, 2022/2023,SOJA,DONA IRILDE III,"5,32023767605634",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,INOCULANTES,54579
2, 2022/2023,SOJA,DONA IRILDE III,"593,817112676056",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,SEMENTES E MUDAS,SEMENTES DE SOJA,54580
2, 2022/2023,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"6,87815162620247",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,INOCULANTES,54581
2, 2022/2023,SOJA,SANTA CARMEM,"484,415233678202",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,FUNGICIDAS,54582
2, 2022/2023,SOJA,SANTA CARMEM,"353,326162444999",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,HERBICIDAS,54583
2, 2022/2023,SOJA,SANTA CARMEM,"303,223403496254",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,FERTILIZANTES,FERTILIZANTES FOLIARES,54584
2, 2022/2023,SOJA,VENTURINI,"2700,19097963143",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,FERTILIZANTES,FERTILIZANTES GRANULADOS,54585
2, 2023/2024,SOJA,DONA IRILDE I,"7348,59337389472",8 CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,109342
2, 2023/2024,SOJA,DONA IRILDE II,"6564,68451437597",8 CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,109343
2, 2023/2024,SOJA,DONA IRILDE III,"6104,3712209507",8 CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,109344
2, 2023/2024,SOJA,JULIANDRE/SAO LUCAS,"5786,34756323257",8 CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,109345
2, 2023/2024,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"6521,81717178195",8 CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,109346
2, 2023/2024,SOJA,SANTA CARMEM,"7349,84438220954",8 CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,109347
2, 2023/2024,SOJA,VENTURINI,"6602,22488263822",8 CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,109348
2, 2024/2025,SOJA,DONA IRILDE I,"5647,66995137059",8 CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,109363
2, 2024/2025,SOJA,DONA IRILDE II,"4700,24171284907",8 CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,109364
2, 2024/2025,SOJA,DONA IRILDE III,"4243,29237692056",8 CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,109365
2, 2024/2025,SOJA,JEQUITIBA,"5866,53036591502",8 CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,109366
2, 2024/2025,SOJA,JULIANDRE/SAO LUCAS,"4565,54822117824",8 CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,109367
2, 2024/2025,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"4759,3828763568",8 CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,109368
2, 2024/2025,SOJA,SANTA CARMEM,"4112,65325417961",8 CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,109369
2, 2024/2025,SOJA,VENTURINI,"4717,44947419555",8 CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,CUSTO TOTAL RS/HA ,109370
2, 2023/2024,SOJA,DONA IRILDE I,"268,105536396864",9 RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,109384
2, 2023/2024,SOJA,DONA IRILDE II,"1272,01451191627",9 RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,109385
2, 2023/2024,SOJA,DONA IRILDE III,"2748,27200360599",9 RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,109386
2, 2023/2024,SOJA,JULIANDRE/SAO LUCAS,"91,483118547435",9 RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,109387
2, 2023/2024,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"245,516660401226",9 RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,109388
2, 2023/2024,SOJA,SANTA CARMEM,"522,359471489294",9 RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,109389
2, 2023/2024,SOJA,VENTURINI,"73,1077270210044",9 RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,109390
2, 2020/2021,SOJA,DONA IRILDE I,"7,19748343951063",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,ADJUVANTES,54660
2, 2020/2021,SOJA,DONA IRILDE I,"10,0512091534341",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,INOCULANTES,54661
2, 2020/2021,SOJA,DONA IRILDE I,"330,650515039143",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,SEMENTES E MUDAS,SEMENTES DE SOJA,54662
2, 2020/2021,SOJA,DONA IRILDE II,"18,7372778697725",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,CONTROLE BIOLOGICO,54663
2, 2020/2021,SOJA,DONA IRILDE II,"385,512530423089",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,FUNGICIDAS,54664
2, 2020/2021,SOJA,DONA IRILDE II,"358,96335893133",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,INSETICIDAS / ACARICIDAS,54665
2, 2020/2021,SOJA,DONA IRILDE II,"146,247996799324",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,FERTILIZANTES,FERTILIZANTES FOLIARES,54666
2, 2020/2021,SOJA,DONA IRILDE II,"1299,06416910237",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,FERTILIZANTES,FERTILIZANTES GRANULADOS,54667
2, 2020/2021,SOJA,DONA IRILDE III,"18,2218309859155",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,CONTROLE BIOLOGICO,54668
2, 2020/2021,SOJA,DONA IRILDE III,"202,342068661972",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,INSETICIDAS / ACARICIDAS,54669
2, 2020/2021,SOJA,DONA IRILDE III,"1260,73321302817",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,FERTILIZANTES,FERTILIZANTES GRANULADOS,54670
2, 2020/2021,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"31,6008282805171",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,CORRETIVOS,CORRETIVOS,54671
2, 2020/2021,SOJA,SANTA CARMEM,"6,78876204067071",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,ADJUVANTES,54672
2, 2020/2021,SOJA,SANTA CARMEM,"296,193126412177",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,SEMENTES E MUDAS,SEMENTES DE SOJA,54673
2, 2020/2021,SOJA,VENTURINI,"112,856941176471",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,CORRETIVOS,CORRETIVOS,54674
2, 2020/2021,SOJA,VENTURINI,"3,75888235294118",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,ADJUVANTES,54675
2, 2020/2021,SOJA,VENTURINI,"240,219235294118",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,SEMENTES E MUDAS,SEMENTES DE SOJA,54676
2, 2024/2025,SOJA,DONA IRILDE I,"1248,7920165773",9 RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,109405
2, 2024/2025,SOJA,DONA IRILDE II,"1379,33981884384",9 RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,109406
2, 2024/2025,SOJA,DONA IRILDE III,"2605,30652851067",9 RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,109407
2, 2024/2025,SOJA,JEQUITIBA,"-698,679107634472",9 RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,109408
2, 2024/2025,SOJA,JULIANDRE/SAO LUCAS,"2556,93068743278",9 RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,109409
2, 2024/2025,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"2242,61207772994",9 RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,109410
2, 2024/2025,SOJA,SANTA CARMEM,"2668,04163948291",9 RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,109411
2, 2024/2025,SOJA,VENTURINI,"3279,02648565656",9 RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,RESULTADO LIQUIDO RS/HA ,109412
2, 2021/2022,SOJA,DONA IRILDE I,"67,4630783398431",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,CORRETIVOS,CORRETIVOS,54695
2, 2021/2022,SOJA,DONA IRILDE I,"18,2918960972976",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,CONTROLE BIOLOGICO,54696
2, 2021/2022,SOJA,DONA IRILDE I,"374,477358610397",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,FUNGICIDAS,54697
2, 2021/2022,SOJA,DONA IRILDE I,"209,460236257978",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,HERBICIDAS,54698
2, 2022/2023,SOJA,DONA IRILDE I,"481,091007594293",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,HERBICIDAS,54700
2, 2022/2023,SOJA,DONA IRILDE II,"235,107756081839",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,CORRETIVOS,CORRETIVOS,54701
2, 2022/2023,SOJA,DONA IRILDE II,"288,15409919872",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,DEFENSIVOS,INSETICIDAS / ACARICIDAS,54702
2, 2022/2023,SOJA,DONA IRILDE II,"2012,02840599682",1 CUSTO DE PRODUCAO,1 CUSTO AGRONOMICO,FERTILIZANTES,FERTILIZANTES GRANULADOS,54703
2, 2023/2024,SOJA,DONA IRILDE I,"3,51997025948608",9.1 MARGEM LIQ per ,MARGEM LIQ per ,MARGEM LIQ per ,MARGEM LIQ per ,109426
2, 2023/2024,SOJA,DONA IRILDE II,"16,2315090530929",9.1 MARGEM LIQ per ,MARGEM LIQ per ,MARGEM LIQ per ,MARGEM LIQ per ,109427
2, 2023/2024,SOJA,DONA IRILDE III,"31,0446488567669",9.1 MARGEM LIQ per ,MARGEM LIQ per ,MARGEM LIQ per ,MARGEM LIQ per ,109428
2, 2023/2024,SOJA,JULIANDRE/SAO LUCAS,"1,5564095582238",9.1 MARGEM LIQ per ,MARGEM LIQ per ,MARGEM LIQ per ,MARGEM LIQ per ,109429
2, 2023/2024,SOJA,NOSSA SENHORA DO ROSARIO DE FATIMA,"3,62796732789552",9.1 MARGEM LIQ per ,MARGEM LIQ per ,MARGEM LIQ per ,MARGEM LIQ per ,109430
2, 2023/2024,SOJA,SANTA CARMEM,"6,63549218487093",9.1 MARGEM LIQ per ,MARGEM LIQ per ,MARGEM LIQ per ,MARGEM LIQ per ,109431
2, 2023/2024,SOJA,VENTURINI,"1,09519227424289",9.1 MARGEM LIQ per ,MARGEM LIQ per ,MARGEM LIQ per ,MARGEM LIQ per ,109432
2, 2022/2023,SOJA,DONA IRILDE I,"119,231347907597",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,AVIACAO AGRICOLA,53749
2, 2022/2023,SOJA,DONA IRILDE II,"99,0587246196419",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,AVIACAO AGRICOLA,53750
2, 2022/2023,SOJA,DONA IRILDE III,"79,2636311619718",1 CUSTO DE PRODUCAO,2 CUSTO OPERACIONAL,CUSTO DE MANUTENCAO,AVIACAO AGRICOLA,53751
